TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.actionbarsherlock.app.ActionBar,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,30,0.3,3,4,7,38810,1541458251868,0.07692307692307693,10000000000000000000000001,0.4166666666666667,100010011100,1.0,,0,0,0,0,0.0,0000000000000000000000000000000000000000000000,0.0,00000000000000000000000000000000000000,0.0379746835443038,0000000000000000000000000000000000000000000000000001110000000000000000000000000,0.0,0000000000000000000000000000000000000000000000000000000000000000000000000000000,0.08333333333333333,100000000000
