TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.actionbarsherlock.internal.view.menu.ActionMenu,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,92,0.3,3,39,103,126999,1541455638984,0.8252427184466019,1111111111000000000000000011111111111111111111110111111111111111110111111111111111111111111111111111111,0.7538461538461538,11111111111111111000000000000111111011111101011011111111111111111,1.0,1111111,0,0,7,3,0.762589928057554,11111111111111110001111111111100000000000000000000000000000000000000000000000000000111111111011111111111111111111111111111101111111111111111011111111111110111111011111111011111111111111111110111111111111111111111111011111111111111111111111101111111111111111111110111111111111111,0.19186046511627908,0000000000000000000000000000000000000000000011011001110101010010100010010011010101001010000000001000001000001000001000000000000000000000001000000000000000000000011101010011,0.9615384615384616,11111011111111111111111111,0.8076923076923077,10011011111101011111111111,0.7538461538461538,11111111111111111000000000000111111101111011011011111111111111111
